web_scraper_order,web_scraper_start_url,brand,model,formfactor,wrap_color,ring_color,model2,cell_data,cell_image,item_page_title,item_page_link,text_0
"1776675757-191","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAME11865
ICR18650ME1","18650","Orange","White","ICR18650ME1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdame11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8332/","Brand:

LG

Model:

LGDAME11865 (ICR18650ME1)

Capacity:

2100mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1000mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
4200mA Maximum

Description:

Orange Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675759-192","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAHD41865
ICR18650HD4","18650","Tan","White","ICR18650HD4","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdahd41865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8387/","Brand:

LG

Model:

LGDAHD41865 (ICR18650HD4)

Capacity:

2000mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1000mA Standard
4000mA Maximum

Discharging:

2.00V Cutoff
400mA Standard
25000mA Maximum

Description:

Tan Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675762-193","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAHD2C1865","18650","Peach","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdahd2c1865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1882/","Brand:

LG

Model:

LGDAHD2C1865

Capacity:

2100mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1050mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
420mA Standard
20000mA Maximum

Description:

Peach Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675764-194","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAHB61865","18650","Red (Dark)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdahb61865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1952/","Brand:

LG

Model:

LGDAHB61865

Capacity:

1500mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
750mA Standard
4000mA Maximum

Discharging:

2.00V Cutoff
300mA Standard
30000mA Maximum

Description:

Red (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675767-195","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAHB21865
ICR18650HB2","18650","Teal","White","ICR18650HB2","View Specifications","https://secondlifestorage.com/custom/cell_images/qXeIciL.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1752/","Brand:

LG

Model:

LGDAHB21865 (ICR18650HB2)

Capacity:

1500mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
750mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
300mA Standard
30000mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675769-196","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAHA11865
ICR18650HA1","18650","Green (Light)","White","ICR18650HA1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdaha11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5258/","Brand:

LG

Model:

LGDAHA11865 (ICR18650HA1)

Capacity:

1300mAh Rated

Voltage:

3.68V Nominal

Charging:

4.20V Maximum
650mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
260mA Standard
15000mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675772-197","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDA418650","18650","Yellow","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgda418650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4489/","Brand:

LG

Model:

LGDA418650

Capacity:

2400mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1150mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
480mA Standard
--- mA Maximum

Description:

Yellow Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675774-198","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDA2E18650","18650","Grey","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgda2e18650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2004/","Brand:

LG

Model:

LGDA2E18650

Capacity:

2250mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1000mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
500mA Standard
--- mA Maximum

Description:

Grey Cell Wrapper
White Insulator Ring
18650 Form Factor



Brand:

LG

Model:

LGDA2E18650

Capacity:

2250mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1000mA Standard
--- mA Maximum

Discharging:

3.00V Cutoff
500mA Standard
--- mA Maximum

Description:

Grey Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675776-199","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGCS318650","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgcs318650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1798/","Brand:

LG

Model:

LGCS318650

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1075mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
430mA Standard
--- mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675779-200","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGCS218650
ICR18650S2","18650","Peach","White","ICR18650S2","View Specifications","https://secondlifestorage.com/custom/cell_images/lnCrMiZ.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1725/","Brand:

LG

Model:

LGCS218650 (ICR18650S2)

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
430mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
4300mA Maximum

Description:

Peach Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675782-201","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGCP218650","18650","Purple (Dark)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgcp218650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1880/","Brand:

LG

Model:

LGCP218650

Capacity:

2500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
480mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Purple (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675784-202","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGCH118650","18650","Yellow","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgch118650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2439/","Brand:

LG

Model:

LGCH118650

Capacity:

--- mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Yellow Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675787-203","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGCAS31865","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgcas31865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4400/","Brand:

LG

Model:

LGCAS31865

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
--- mA Standard
--- mA Maximum

Discharging:

2.70V Cutoff
440mA Standard
--- mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675789-204","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABHG21865
INR18650HG2","18650","Brown","White","INR18650HG2","View Specifications","https://secondlifestorage.com/custom/cell_images/lgabhg21865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8388/","Brand:

LG

Model:

LGABHG21865 (INR18650HG2)

Capacity:

3000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1500mA Standard
4000mA Maximum

Discharging:

2.00V Cutoff
600mA Standard
20000mA Maximum

Description:

Brown Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675792-205","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABF1L1865
INR18650F1L","18650","Purple (Light)","White","INR18650F1L","View Specifications","https://secondlifestorage.com/custom/cell_images/zxBkgah.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1774/","Brand:

LG

Model:

LGABF1L1865 (INR18650F1L)

Capacity:

3350mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
975mA Standard
1625mA Maximum

Discharging:

2.50V Cutoff
650mA Standard
4875mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675794-206","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABE11865
ICR18650E1","18650","Teal","White","ICR18650E1","View Specifications","https://secondlifestorage.com/custom/cell_images/F9nUgYN.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1750/","Brand:

LG

Model:

LGABE11865 (ICR18650E1)

Capacity:

3200mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1550mA Standard
2170mA Maximum

Discharging:

2.75V Cutoff
620mA Standard
4650mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675797-207","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABD21865
INR18650D2","18650","Blue","White","INR18650D2","View Specifications","https://secondlifestorage.com/custom/cell_images/lgabd21865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8571/","Brand:

LG

Model:

LGABD21865 (INR18650D2)

Capacity:

2950mAh Rated

Voltage:

3.64V Nominal

Charging:

4.20V Maximum
1475mA Standard
2950mA Maximum

Discharging:

2.75V Cutoff
590mA Standard
4425mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675799-208","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABD11865
ICR18650D1","18650","Pink","White","ICR18650D1","View Specifications","https://secondlifestorage.com/custom/cell_images/qO5kIXg.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1787/","Brand:

LG

Model:

LGABD11865 (ICR18650D1)

Capacity:

3000mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1450mA Standard
2900mA Maximum

Discharging:

3.00V Cutoff
580mA Standard
5800mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675802-209","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABC41865
INR18650C4","18650","Brown","White","INR18650C4","View Specifications","https://secondlifestorage.com/custom/cell_images/lgabc41865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2319/","Brand:

LG

Model:

LGABC41865 (INR18650C4)

Capacity:

2750mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1375mA Standard
2750mA Maximum

Discharging:

2.75V Cutoff
550mA Standard
5500mA Maximum

Description:

Brown Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675805-210","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABC21865
ICR18650C2","18650","Orange","White","ICR18650C2","View Specifications","https://secondlifestorage.com/custom/cell_images/ZQ91ToL.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1723/","Brand:

LG

Model:

LGABC21865 (ICR18650C2)

Capacity:

2800mAh Rated

Voltage:

3.72V Nominal

Charging:

4.30V Maximum
1350mA Standard
2700mA Maximum

Discharging:

3.00V Cutoff
540mA Standard
5400mA Maximum

Description:

Orange Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675807-211","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABC11865
ICR18650C1","18650","Brown (Light)","White","ICR18650C1","View Specifications","https://secondlifestorage.com/custom/cell_images/ME8kT3L.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1727/","Brand:

LG

Model:

LGABC11865 (ICR18650C1)

Capacity:

2800mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1350mA Standard
2700mA Maximum

Discharging:

3.00V Cutoff
540mA Standard
4050mA Maximum

Description:

Brown (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675810-212","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGABB41865
ICR18650B4","18650","Gray","White","ICR18650B4","View Specifications","https://secondlifestorage.com/custom/cell_images/R5Ny6UI.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1789/","Brand:

LG

Model:

LGABB41865 (ICR18650B4)

Capacity:

2600mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
2500mA Maximum

Discharging:

2.75V Cutoff
500mA Standard
5000mA Maximum

Description:

Gray Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675813-213","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGAAS41865","18650","Purple (Dark)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgaas41865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.3558/","Brand:

LG

Model:

LGAAS41865

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
750mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
--- mA Standard
--- mA Maximum

Description:

Purple (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675815-214","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGAAS31865","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/2VbuWtp.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1762/","Brand:

LG

Model:

LGAAS31865

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
3225mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675817-215","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGAAMF11865","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgaamf11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2491/","Brand:

LG

Model:

LGAAMF11865

Capacity:

2150mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

2.75V Cutoff
430mA Standard
10000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675820-216","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGAAHD21865
ICR18650HD2","18650","Violet","White","ICR18650HD2","View Specifications","https://secondlifestorage.com/custom/cell_images/lgaahd21865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8573/","Brand:

LG

Model:

LGAAHD21865 (ICR18650HD2)

Capacity:

2000mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1000mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
400mA Standard
25000mA Maximum

Description:

Violet Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675822-217","https://secondlifestorage.com/index.php?pages/cell-database/","Lei","INR-18650-CE","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/leiinr18650ce.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2588/","Brand:

Lei

Model:

INR-18650-CE

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675825-218","https://secondlifestorage.com/index.php?pages/cell-database/","KMASHI","18650KAHL","18650","Orange","Grey","","View Specifications","https://secondlifestorage.com/custom/cell_images/kmashi18650kahl.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4569/","Brand:

KMASHI

Model:

18650KAHL

Capacity:

--- mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Orange Cell Wrapper
Grey Insulator Ring
18650 Form Factor"
"1776675827-219","https://secondlifestorage.com/index.php?pages/cell-database/","HYB","ICR18650NM","18650","Turquoise","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/icr18650nm.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1833/","Brand:

HYB

Model:

ICR18650NM

Capacity:

--- mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Turquoise Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675830-220","https://secondlifestorage.com/index.php?pages/cell-database/","HYB","ICR18650NH
MH28822","18650","Green (Light)","White","MH28822","View Specifications","https://secondlifestorage.com/custom/cell_images/dCSlB7V.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1728/","Brand:

HYB

Model:

ICR18650NH (MH28822)

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
440mA Standard
2200mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
6600mA Maximum

Description:

Green (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675832-221","https://secondlifestorage.com/index.php?pages/cell-database/","Hitachi Maxell (HM)","INR18650PB1","18650","Grey (Dark)","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/hminr18650pb1.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5775/","Brand:

Hitachi Maxell (HM)

Model:

INR18650PB1

Capacity:

1450mAh Rated

Voltage:

--- V Nominal

Charging:

3.70V Maximum
1000mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
290mA Standard
15000mA Maximum

Description:

Grey (Dark) Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675835-222","https://secondlifestorage.com/index.php?pages/cell-database/","Hitachi Maxell (HM)","ICR18650PA","18650","Blue (Dark)","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/hmicr18650pa.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4128/","Brand:

Hitachi Maxell (HM)

Model:

ICR18650PA

Capacity:

1500mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Blue (Dark) Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675837-223","https://secondlifestorage.com/index.php?pages/cell-database/","Highstar","ISR18650-1300","18650","Blue","Grey (Dark)","","View Specifications","https://secondlifestorage.com/custom/cell_images/highstarisr186501300.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4717/","Brand:

Highstar

Model:

ISR18650-1300

Capacity:

1300mAh Rated

Voltage:

3.70V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Blue Cell Wrapper
Grey (Dark) Insulator Ring
18650 Form Factor"
"1776675840-224","https://secondlifestorage.com/index.php?pages/cell-database/","Great Power","ICR18650 2.2Ah-AT","18650","Orange","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/gpicr1865022ahat.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4772/","Brand:

Great Power

Model:

ICR18650 2.2Ah-AT

Capacity:

2200mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Orange Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675842-225","https://secondlifestorage.com/index.php?pages/cell-database/","Great Power","ICR 18650","18650","Orange","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/gpicr18650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1876/","Brand:

Great Power

Model:

ICR 18650

Capacity:

2000mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
2000mA Standard
4000mA Maximum

Discharging:

2.75V Cutoff
2000mA Standard
4000mA Maximum

Description:

Orange Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675845-226","https://secondlifestorage.com/index.php?pages/cell-database/","GP Batteries","ICR18650-26F","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/MRFwuBT.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1760/","Brand:

GP Batteries

Model:

ICR18650-26F

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
2000mA Maximum

Discharging:

2.75V Cutoff
520mA Standard
5200mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675847-227","https://secondlifestorage.com/index.php?pages/cell-database/","GP Batteries","GP1865L180","18650","Orange","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/gp1865l180.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8116/","Brand:

GP Batteries

Model:

GP1865L180

Capacity:

1800mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1080mA Standard
--- mA Maximum

Discharging:

2.80V Cutoff
360mA Standard
1800mA Maximum

Description:

Orange Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675850-228","https://secondlifestorage.com/index.php?pages/cell-database/","GP Batteries","GP18650CH","18650","Yellow (Dark)","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/3Ych0CP.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1687/","Brand:

GP Batteries

Model:

GP18650CH

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
440mA Standard
2200mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
6600mA Maximum

Description:

Yellow (Dark) Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675852-229","https://secondlifestorage.com/index.php?pages/cell-database/","FST","20650-3350mAh","20650","Blue (Dark)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/fst206503350.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2613/","Brand:

FST

Model:

20650-3350mAh

Capacity:

3350mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1675mA Standard
3350mA Maximum

Discharging:

2.75V Cutoff
1675mA Standard
6700mA Maximum

Description:

Blue (Dark) Cell Wrapper
White Insulator Ring
20650 Form Factor"
"1776675854-230","https://secondlifestorage.com/index.php?pages/cell-database/","FST","18650-2200mAh","18650","Turquoise","Grey","","View Specifications","https://secondlifestorage.com/custom/cell_images/fst186502200mah.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2525/","Brand:

FST

Model:

18650-2200mAh

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

2.75V Cutoff
2200mA Standard
8800mA Maximum

Description:

Turquoise Cell Wrapper
Grey Insulator Ring
18650 Form Factor"
"1776675857-231","https://secondlifestorage.com/index.php?pages/cell-database/","FST","18650-2000mAh","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/fst186502000mah.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8336/","Brand:

FST

Model:

18650-2000mAh

Capacity:

2000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1000mA Standard
2000mA Maximum

Discharging:

2.75V Cutoff
1000mA Standard
10000mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675859-232","https://secondlifestorage.com/index.php?pages/cell-database/","FP","18650-2000mAh","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/fp186502000mah.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5778/","Brand:

FP

Model:

18650-2000mAh

Capacity:

2000mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675862-233","https://secondlifestorage.com/index.php?pages/cell-database/","FP","18650-1800mAh","18650","Green","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/fp186501800mah.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5776/","Brand:

FP

Model:

18650-1800mAh

Capacity:

1800mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675865-234","https://secondlifestorage.com/index.php?pages/cell-database/","EVE","ICR18650-26V","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/eveicr1865026v.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8390/","Brand:

EVE

Model:

ICR18650-26V

Capacity:

2550mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1275mA Standard
2550mA Maximum

Discharging:

2.50V Cutoff
1275mA Standard
7650mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675867-235","https://secondlifestorage.com/index.php?pages/cell-database/","Dyson","INR-20700A","20700","Grey","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/dysoninr20700a.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6533/","Brand:

Dyson

Model:

INR-20700A

Capacity:

3000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
3000mA Standard
3000mA Maximum

Discharging:

2.50V Cutoff
560mA Standard
35000mA Maximum

Description:

Grey Cell Wrapper
Black Insulator Ring
20700 Form Factor"
"1776675870-236","https://secondlifestorage.com/index.php?pages/cell-database/","DLG","N18650","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/uncell001.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2585/","Brand:

DLG

Model:

N18650

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

2.75V Cutoff
440mA Standard
4400mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675872-237","https://secondlifestorage.com/index.php?pages/cell-database/","Cham","CMICR18650F8","18650","Grey","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/chamcmicr18650f8.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6528/","Brand:

Cham

Model:

CMICR18650F8

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Grey Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675874-238","https://secondlifestorage.com/index.php?pages/cell-database/","Cham","CMICR18650F","18650","Blue","Grey","","View Specifications","https://secondlifestorage.com/custom/cell_images/chamcmicr18650f.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6531/","Brand:

Cham

Model:

CMICR18650F

Capacity:

2000mAh Rated

Voltage:

3.70V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Blue Cell Wrapper
Grey Insulator Ring
18650 Form Factor"
